song_title,lyrics,prompt
I Used to Love H.E.R.,"[Verse 2: Common]
Now, periodically, I would see
Ol' girl at the clubs, and at the house parties
She didn't have a body, but she started gettin' thick quick
Did a couple of videos, and became Afrocentric
Out goes the weave, in goes the braids, beads, medallions
She was on that tip about stoppin' the violence
About my people she was teachin' me, by not preachin' to me
But speakin' to me, in a method that was leisurely
So easily I approach
She dug my rap, that's how we got close
But then she broke to the West Coast, and that was cool
'Cause around the same time, I went away to school
And I'm a man of expandin', so why should I stand in her way?
She probably get her money in L.A
And she did stud, she got big pub
, but what was foul
She said that the pro-black was goin' out of style
She said, ""Afrocentricity was of the past""
So she got into R&B, hip-house, bass, and jazz
Now, black music is black music, and it's all good
I wasn't salty she was with the Boyz n the Hood
'Cause that was good for her, she was becomin' well-rounded
I thought it was dope how she was on that freestyle shit
Just havin' fun, not worried about anyone
And you could tell by how her titties hung",Write a verse in the style of Common reflecting on the evolution of a woman's identity and her journey through different genres of music.
I Used to Love H.E.R.,"[Chorus: Common]
A-yes, yes y'all, and you don't stop
To the beat, y'all, and you don't stop
A-yes, yes y'all, and you don't stop
A-one, two, y'all, and you don't stop
A-yes, yes y'all, and you don't stop
And to the beat Com gotta be the sure shot
A-yes, yes y'all, and you don't stop
If you don't check it, mm-mm, bust it, bust it
",Write a chorus in the style of Common hyping up the crowd and encouraging them to keep moving to the beat.
I Used to Love H.E.R.,"[Verse 3: Common]
I might've failed to mention that this chick was creative
Once The Man got to her, he altered her native
Told her if she got an image and a gimmick
That she could make money, and she did it like a dummy
Now I see her in commercials, she's universal
She used to only swing it with the inner-city circle
Now she be in the burbs, lookin' rock and dressin' hippie
And on some dumb shit when she comes to the city
Talkin' about poppin' Glocks, servin' rocks and hittin' switches
Now she's a gangsta rollin' with gangsta bitches
Always smokin' blunts and gettin' drunk
Tellin' me sad stories, now she only fucks with the funk
Stressin' how hardcore and real she is
She was really the realest, before she got into showbiz
I did her, not just to say that I did it
, 
but I'm committed
(Girl, he's committed) But so many niggas hit it
That she's just not the same, lettin' all these goofies do her
I see niggas slammin' her
, 
and takin' her to the sewer
But I'mma take her back, hopin' that the shit stop
‘Cause who I'm talkin' about, y'all, is hip-hop",Write a verse in the style of Common exploring the commercialization of hip-hop and the impact it has on artists' authenticity.
I Used to Love H.E.R.,"[Chorus: Common]
To the beat, y'all, and you don't stop
A-yes, yes y'all, and you don't stop
Mainframe, yo, they gotta be the sure shot
A-yes, yes, y'all, and you don't stop
To the beat, y'all, and you don't stop
A-yes, yes y'all, and you don't stop
A-one, two, Com Sense is gonna drop, haha
","Write a catchy and energetic chorus in the style of Common, focusing on unity and positivity."
I Used to Love H.E.R.,"[Bridge: Common]
I used to love H.E.R
I used to love H.E.R
I used to love H.E.R
I used to love H.E.R
I used to love H.E.R
I used to love H.E.R
I used to love H.E.R., went and fucked up all the shit, y'all, buss it
",Write a bridge in the style of Common reflecting on the evolution of hip-hop culture and the impact it has had on his personal journey.
I Used to Love H.E.R.,"[Outro: The Five Heartbeats sample]
You ain't got your woman in check, man?
I think you’re overstepping your bounds just a little bit
I can't do this anymore","Write an outro in the style of The Five Heartbeats, exploring the consequences of not having your woman in check."
GO!,"[Chorus: Kanye West & John Mayer]
(Go) go, go, go, go, go and on the count of three
(Go) go, go, go, go, go and on the count of three
(Go) go, go, go, go, go, go
Uh, on the count of three everybody run back to your fantasy, now
(Go) go, go, go, go, go and on the count of three
(Go) go, go, go, go, go and on the count of three
(Go) go, go, go, go, go, go
And on the count of three everybody run back to your fantasy, now
",Write a chorus in the style of Kanye West & John Mayer urging listeners to escape to their own fantasy world on the count of three.
GO!,"[Verse 1: Common & John Mayer]
(Go) She was a bad uh
The type at the club niggas would grab her
(Go) Fantasized when I had her
In the bathroom sweatin' with her ass up
(Go) The body of a dancer
We had chemistry cause she was a Cancer
Thought forever it would last for
But forever move faster, so I had to
(Go)
 
Still I gotta pause
When I think about her in them draws
(Go) 
And uh, ooh baby she liked it raw and
Like rain when she came it poured
(Go) And like a car that I can't afford
I would want it then want some more
The positions our frames explored let me know
She was secure, back for more I wanna","Write a verse in the style of Common & John Mayer, exploring a passionate but fleeting romance with a captivating woman."
GO!,"[Chorus: Kanye West & John Mayer]
(Go) go, go, go, go, go and on the count of three
(Go) go, go, go, go, go and on the count of three
(Go) go, go, go, go, go, go
Uh, 
on the count of three
 everybody run back to your fantasy, now
(Go) go, go, go, go, go and on the count of three
(Go) go, go, go, go, go and on the count of three
(Go) go, go, go, go, go, go
And on the count of three everybody run back to your fantasy, now
",Write a chorus in the style of Kanye West & John Mayer about escaping reality and returning to your fantasy world.
GO!,"[Verse 2: Common & John Mayer]
(Go) 
Freaky like the daughter of a pastor
Said I was bait for her to master
(Go) 
Little red corvette, nah she was faster
Wet dreams La Mer cream the bathroom
(Go) We make love and then laughter
And anyway I wanted I could have her
Said there were some girls that did attract her
A new chapter she was after so I said let's
(Go) To a place that you wanna be, uh
Get what you want from her and me,
 uh
(Go) Free love I wanna see, uh
Hot sex in the third degree
, uh
(Go) 
You gettin' served while servin' me,
 uh
Dirty words encourage me to
Rock steady and sturdily on
You turnin' me no turnin' back the further we",Write a verse in the style of Common & John Mayer that explores a passionate and intense love affair between two individuals with different backgrounds.
GO!,"[Chorus: Kanye West & John Mayer]
(Go) go, go, go, go, go and on the count of three
(Go) go, go, go, go, go and on the count of three
(Go) go, go, go, go, go, go
Uh, on the count of three everybody run back to your fantasy, now
(Go) go, go, go, go, go and on the count of three
(Go) go, go, go, go, go and on the count of three
(Go) go, go, go, go, go, go
And on the count of three everybody run back to your fantasy, now","Write a chorus in the style of Kanye West & John Mayer, encouraging listeners to escape to their fantasy world when times get tough."
Love is…,"[Chorus: Common]
How beautiful love can be
On the streets love is hard to see
It's a place I got to be
Loving you is loving me
How beautiful love can be
On the streets love is hard to see
Gotta reach that frequency
Loving you is loving me
","Write a chorus in the style of Common, focusing on the beauty and value of love amidst the struggles of the streets."
Love is…,"[Verse 1: Common]
Yeah, 
you know what love is
Even found it on the ground where the thugs live
My man had to dig deep to find his
Couldn't sleep cause on the real he had five kids
Live nig's, real niggas express and taste it
At crap games, black dames and big faces
Cases in court, fam' showing love and support
You and your baby's mom thought that love was a sport
As men we were taught to hold it in
That's why we don't know how 'til we're older men
If love is a place I'ma go again
At least now, now I know to go within
At times it can take ya for a spin
Heartbreak hotel then you're home again
I've seen love make a nigga soul pretend
Like a story that he don't want to end, yo",Write a verse in the style of Common reflecting on the challenges of finding and understanding love in the midst of adversity.
Love is…,"[Chorus: Common]
How beautiful love can be
On the streets love is hard to see
It's a place I got to be
Loving you is loving me
How beautiful love can be
On the streets love is hard to see
Gotta reach that frequency
Loving you is loving me
",Write a chorus in the style of Common expressing the beauty and difficulty of love on the streets.
Love is…,"[Verse 2: Common]
It's all love where we come from
In the hood love we was told to run from
That same hood where the guns sung
We holla love, hoping it'd become one
Crack got so many lives undone
From lack of love many hide, some run
I knew this girl with a son who dreamt of acting in plays
Demonstration with her man had her trapped in a maze
Trying to find herself again, much of that she'd have gave
Love can free us, to it some of us react as a slave
Funny, we love 'em more when they're relaxed in a grave
Wonder if a thug is raw, is he actin' afraid?
Everybody loves sun, why do I attract shade?
Heard of the love of money, but compassion it pays
Talk about it with my youth so she'd understand
What it is to be loved by a man",Write a verse in the style of Common exploring the impact of love and lack of love in a community.
Love is…,"[Chorus: Common]
How beautiful love can be
On the streets love is hard to see
It's a place I got to be
Loving you is loving me
How beautiful love can be
On the streets love is hard to see
Gotta reach that frequency
Loving you is loving me
",Write a chorus in the style of Common that explores the challenges of finding love in a world filled with obstacles.
Love is…,"[Verse 3: Common]
Some say that I'm a dreamer 'cause I talk about it often
Seen the hardest nigga soften wit' his homie in a coffin
We walk and stand in, fall in it
With the right companion we all in it
Mary sang a song about it, having broad limits
In the game of life, it's the scrimmage
Reminiscing on letters I wrote in my small days
A letter to the people, love always, yeah
",Write a verse in the style of Common reflecting on the impact of loss and the importance of love in life.
Love is…,"[Chorus: Common]
How beautiful love can be
On the streets love is hard to see
It's a place I got to be
Loving you is loving me
How beautiful love can be
On the streets love is hard to see
Gotta reach that frequency
Loving you is loving me","Write a chorus in the style of Common, expressing the transformative power of love amidst the challenges of the streets."
Stay Schemin’,"[Verse: Common]
My motto is: Chicago, bitch
Everybody know you sweet, what the problem is
Don’t play dumb, I’m the one that acknowledged it
Son of a bitch, I imagine what your father is
She said, “How you make your opponent
The rapper of the moment?” His style, he don’t own it
Acting all hard when he hardly like that
You gon’ mess around and make me catch a body like that
Awwww, don’t do it
Cause every song you make, Joe, is really ho music
I heard you said you wasn’t a bitch because you sing
You a bitch because you cling like a bitch that’s eighteen
Can’t say my name
 
but rap about a nigga’s wife
You so black and white, trying to live a nigga’s life
I’m taking too long with this amateur guy
You ain’t wet nobody, nigga, you Canada dry
",Write a verse in the style of Common calling out a fake rapper for not owning his own style and pretending to be someone he's not.
Stay Schemin’,"[Outro: Common]
Soft nigga. Make no mistake, I’m talking to Drake
It’s the remix. Rick Ross, Common,
 
and that ho-ass nigga
No, man-to-man, don’t hide behind them other niggas
Nah, this man-to-man. You can’t run behind them man
This is some real man shit right here
","Write a reflective outro in the style of Common, calling out a soft individual and challenging them to stand on their own two feet."
Stay Schemin’,"[Destiny’s Child sample: Common]
Say my name, say my name
If no one is around you
If you ain't running game
Say my name, say my name
You acting kinda shady
Why the sudden change?
Say my name, say my name
If no one is around you
If you ain’t running game
Say my name, say my name
You acting kinda shady
Better say my name","Write a catchy hook in the style of Common, incorporating a sample from Destiny's Child, about questioning someone's loyalty and honesty in a relationship."
Be (Intro),"[Intro: Common]
Yeah
Yes
",Write an intro in the style of Common that sets a positive and uplifting tone for the song.
Be (Intro),"[Verse: Common]
I wanna be as free as the spirits of those who left
I'm talking Malcolm, Coltrane, my man Yusef
Through death grew conception, new breath and resurrection
For moms, new steps in a direction
In the right way, told her, ""Inside is where the fight lay
And everything a nigga do may not be what he might say""
Chicago nights, they stay on the mind
But I write many lives, they lay on these lines
Wavin' signs of the times, 
many say the grind's on the mind
Shorties blunted-eyed and everyone wanna rhyme
Bush pushing lies, killers immortalized
We got arms but won't reach for the skies
Waiting for the Lord to rise, I look into my daughter's eyes
And realize I'ma learn through her
The Messiah might even return through her
If I'ma do it, I gotta change the world through her
Furs and a Benz, Gramps wantin 'em
Demons and old friends, Pops, they hauntin' him
The chosen one from the land of the frozen sun
Where drunk nights get remembered more than sober ones
Walk like warriors, we were never told to run
Explored the world to return to where my soul begun
Never looking back, or too far in front of me
The present is a gift, and I just wanna be (Be, be, be, be)",Write a verse in the style of Common reflecting on the struggles and perseverance found in everyday life.
Sweet,"[Intro: Common]
Yeah
You know they be asking ’bout Common, where he at?
What that man doing now?
I’m doing what I do, hip-hop
That's what I do
Yeah
","Write an intro in the style of Common, reflecting on the essence of hip-hop and his dedication to the art form."
Sweet,"[Verse 1: Common]
How can I say this, fuck it I’m the greatest
I am the A-list for all these great debaters
A lot of ya’ll nah nah, forgot now who I am
The '87 nigga used to rah rah in the jam
Aw yeah, we put them things in the air
When I drop a single, it’s really like a pair
Of Air Jordans, important to the culture
If you ain't true to it, cállate la boca
Get my drink on like a coaster
Post up on the wall that Mike used to live off
Hip-hop Master Cleansin', I’mma get my shit off
Rollin’ in a Maserati Gran with the lid off
I bit all like a monster, live nigga this is my encore
Encore, encore,
 
I rhyme for the commoners
My name synonymous with prominence
I’m to Hip-Hop what Obama is to politics
Common is",Write a verse in the style of Common celebrating your own greatness and influence in your respective field.
Sweet,"[Interlude: Common]
Yeah, man
Y’all niggas man, you soft muthafuckers
Yeah my man, muthafucker
Then come around my crib
You know where I’m from
Some ho ass niggas
Singing all around me man, la la la
You ain't muthafucking Frank Sinatra
Uh, lil' bitch
Yeah, this the raw right here
This the raw right here nigga
Sweet muthafucka
Sweet ass bitch muthafucka
",Create an interlude in the style of Common confronting fake individuals who lack authenticity and toughness.
Sweet,"[Verse 2: Common]
Wa da da da, wa dada dada dang
The C-O double-M O-N, I’m not playin’
Da da man at work, I make my own lane
I’m the franchise so I rock my own chain
No I said give 'em that 80′s cocaine
Somethin’ raw, something pure so I stayed in that vein
The hero that he know, that he cold
Like when it's below in the G.O.,
 
wipe ya feet off in the Regal
I’m king, observe the throne and the dream
I have it, 
supreme like mathematics
Yeah, a breath of fresh air for you asthmatic rap addicts
Pro black magic, this is semi-automatic
Rap we won’t jam in traffic
The game need direction, I’m here to map it
Uh, some people say that they be missing creativity
But when it come to hip-hop, it begins and ends with me
Sweet",Write a verse in the style of Common celebrating your own unique style and talent in the rap game.
Sweet,"[Outro: Common]
You know man, you should know where I come from
You should know who I am nigga
You should never wanna go against me
You know man, you too soft for that man
I be seeing you man, I see it in your eyes man
You ain't the type of nigga that could go against me
You get in my presence you gon’ feel like a little ho
You ain't a man yet, you tryna be somebody else
Man, be yourself man, you come around my crib, you get your shit took
Huh! Wherever you go, you probably be overseas in Europe and get yo shit took
You’s a ho, you know you sweet
Ain't nothing you can do man, people see that man
Broads be seeing you sweet
Done wit’ you muthafuckas, it’s over for you
It’s over for you
It’s over, sweet muthafucka","Write a spoken word piece in the style of Common, addressing the importance of staying true to oneself and not trying to imitate others."
Faithful,"[Chorus: D.J. Rogers & Common]
Faithful to the end (We got to be)
Faithful to the end (Uh, I want to be)
Faithful to the end (Yes, it's for the people)
I'd like to be her very best friend
(God moves, yeah)
","Write a chorus in the style of Common, expressing the importance of remaining faithful and loyal to the people in your life."
Faithful,"[Verse 1: Common]
I was rollin' around, in my mind it occurred
What if God was a ""her""?
Would I treat Her the same? Would I still be runnin' game on Her?
In what type of ways would I want Her?
Would I want Her for Her mind or Her heavenly body?
Couldn't be out gettin' bogus with someone so godly
If I was wit' Her would I still be wantin' my ex?
The lies, the greed, the weed, the sex
Wouldn't be ashamed to give her part of my check
Wearin' her cross, I mean the heart on my neck
Her, I would reflect on the streets of the Chi'
Ride wit' Her, 'cause I know for me She'd die
Through good and bad, call on Her like I'm chirpin' Her
Couldn't be jealous 'cause other brothers worship Her
Walk this earth for Her, glory, I'm grateful
To be in Her presence I try to stay faithful
","Write a verse in the style of Common, reflecting on the idea of God being portrayed as a woman and how that would impact your relationship with Her."
Faithful,"[Chorus: D.J. Rogers]
Faithful
Faithful to the end
Faithful to the end
Faithful to the end
I'd like to be her very best friend","Write a chorus in the style of D.J. Rogers, expressing loyalty and devotion to a loved one."
Faithful,"[Verse 2: Common]
He worked with her, she was his lady's best friend
Even if they don't try, some ladies test men
And this was a test that was bigger than him
Some believe it's the nature that is given to men
He had a good gig, a wife, a kid, a decent home
One reason or another couldn't find peace at home
She asked, ""Why do men always have to stray?""
He said, ""I'm bad, not as bad as Eric Benet""
""I used to take 'em out to eat but they wasn't really eatin'
Mighta got a little head but I wasn't really cheatin'""
It's hard when your lady don't believe what you say
And what you did in the past you gotta live with today
She asked if they could spend the night together
He thought, and said, ""I'm tryin' to get my life together""
Went home to his lady, these were his confessions
""Baby, you a blessin' and my best friend""
","Write a verse in the style of Common, exploring the complexities and temptations of relationships and loyalty."
Faithful,"[Chorus: D.J. Rogers, John Legend & Both]
Faithful
Faithful to the end
Faithful to the end (Mm, to the end)
Faithful to the end
I'd like to be her very best friend
",Write a hook in the style of D.J. Rogers and John Legend celebrating unwavering loyalty and friendship.
Faithful,"[Outro: Bilal & John Legend]
Faithful to the end
Faithful to the end
I'm gonna be, I'm gonna be, I'm gonna be so faithful
I'm gonna be, I'm gonna be so faithful
So, so, so
So, so, so
So faithful
So, so, so
So, so, so
That's what I'm gonna do
Faithful to the end
That's what I'm gonna do
Faithful to the end
That's what I'm gonna do
Faithful to the end
Yeah, yeah, yeah, yeah","Write a final chorus in the style of Bilal & John Legend, emphasizing loyalty and commitment to staying faithful until the end."
The Bitch In Yoo,"[Sonny Carson Sample: Common]
That's right! I gotta take him off of here!
'Cause there's only one, and that's me, you understand?
'Fore all of that fightin', you understand?
The sucker think he good, the sucker think he can whoop me
And I know he can't whoop me! Huh?
Hey, boy! The nigga whole style is chump, you understand?
When it comes to me, you understand?
",Create a verse in the style of Common defending his unique style and talent against a challenger.
The Bitch In Yoo,"[Intro: Common]
(x8) For yo' nation, yeah
One two, yeah!
Comin' through, yeah!
Fa' sho'
Ha! Com Sense, yeah!
Southside, yeah!
Niggas be outside, yeah!
Now bust it out, Chi-Town
",Write an intro in the style of Common that showcases the pride and resilience of the Southside of Chicago.
The Bitch In Yoo,"[Verse 1: Common]
A bitch nigga with a attitude named Cube
Stepped to the Com' with a feud
Now, what the FUCK I look like dissin' a whole coast?
You ain't made shit dope since AmeriKKKa's Most
Wanted deceased from the Midwest to the East
On the dick of the East for your first release
Your lease is up at the crib, house niggas get evicted
In videos with white boys, talkin' you get Wicked
Natural Born Killa?
 Nigga, you natural born God
Read, rich! Got the nerve to say you rob
Hypocrite, I'm fillin' out your Death Certificate
Slangin' bean pies and St. Ide's in the same sentence
Shoulda repented on the 16th of October
Get some beats besides George Clinton to rock over
Rap career is over, better off actin'
What trouble I see in managin' WC and Wack 10?
You backed into a 4-Corner Hustla
Lyin' on your dick, said you was fuckin' her
Use higher learning, don't take my words outta 'text
Went from gangsta to Islam to the dick of Das EFX
It'll take the nation of millions to hold me back
From givin' you mouth shots, or hit with the pipe that Ralph got
Chris Tucker ain't around, it's your Friday, it was good
I wasn't salty she was with the Boyz N the Hood",Write a verse in the style of Common calling out a fellow rapper for being hypocritical and disrespectful to the East Coast.
The Bitch In Yoo,"[Chorus: Common]
I see the bitch in you when you don't speak your mind
The bitch in you, lookin' me in my eyes lyin'
I see the bitch in you, to be hard, you tryin'
The bitch in you, it's comin' out (BITCH!)
",Write a chorus in the style of Common that confronts someone for not being authentic and true to themselves.
The Bitch In Yoo,"[Verse 2: Common]
The ump of this rap shit — Cube I'm callin' out
I break in and smack niggas that's in the Slaughterhouse
This ain't no East Coast, West Coast, none of the above
I'm from Chi, I went to Cali, (And what?) niggas gave me love
There's a thin line between the fake and the real
Grafted-ass nigga, I see through your ""Glass Shield""
Had skills once upon a time on this project, yo
I'm a have to wreck a HO'Shea
I heard a ho say you her favorite rapper
(So what?) So I had to slap her, uh!
And violate you (You), a Muslim drinkin' brew (Brew)
Your nigga ain't no Mack 10, he's a 22
I seen you (Mack 10), you ain't say shit in ATL
Cube, I like that diamond charm, I might cuff it, then sell
It out, like you sold Kam and Threat
A year ago, you wasn't talkin' shit about the West
Guess you knew yo' shit was done 
plus the one got you cable
Hoo-bangin'? You ain't bangin' shit but the table
And the Circle MAAD, ain't got no choice but to fight
Ain't none of y'all motherfuckers got a chance on the mic
Any time you come out, Joe, I'ma talk about you
Until you let that bitch in you walk up out you
Any last words before I hit the switch?
From the immortal words of one: ""A bitch iz a...""","Write a verse in the style of Common, calling out fake rappers and showcasing your lyrical prowess."
The Bitch In Yoo,"[Chorus: Common]
I see the bitch in you when you don't speak your mind
The bitch in you, lookin' me in my eyes lyin'
I see the bitch in you, to be hard you tryin'
The bitch in you, for sho', it's comin' out (BITCH!)
",Write a chorus in the style of Common that calls out someone for pretending to be tough when they're really not.
The Bitch In Yoo,"[Outro: Common]
That's how the Eastside gets down, word up!","Write a closing statement in the style of Common, highlighting the essence of the Eastside community."
The Corner,"[Intro: Common]
Uh, uh, uh, uh-uh-uh
Uh, uh, uh, uh-uh-uh
Uh, uh, uh, uh-uh-uh
Uh, uh, uh, uh-uh-uh
",Write an intro in the style of Common that sets the tone for a reflective and introspective song.
The Corner,"[Verse 1: Common]
Memories on corners with the fo's
 
and the mo's
Walk to the store for the rose, talkin' straightforward to hoes
Got uncles that smoke, and some put blow up they nose
To cope with the lows, the wind is cold and it blows
In they socks and they soles, niggas holdin' they rolls
Corners leave souls opened and closed, hopin' for mo'
With nowhere to go, niggas rollin' in droves
They shoot the wrong way, 'cause they ain’t knowin' they goals
The streets ain’t safe 'cause they ain’t knowin' the code
By the foes I was told: ""either focus or fold""
Got cousins with flows, hope they open some doors
So we can cop clothes and roll in a Rolls
Now I roll in a Olds, with windows that don’t roll
Down the roads where cars get broken and stole
These are the stories told by Stony and Cottage Grove
The world is cold, the block is hot as a stove
On the corners","Write a verse in the style of Common, reflecting on the harsh realities and struggles faced on the streets."
The Corner,"[Chorus: Kanye West]
I wish I could give you this feelin'
I wish I could give you this feelin', uh-uh
Uh-uh-ugh, on the corners, niggas robbin', killin'
Dyin', just to make a living, huh? (Huh?)
",Write a chorus in the style of Kanye West reflecting on the harsh realities of life on the streets and the struggle to survive.
The Corner,"[Post-Chorus: The Last Poets]
We overstated, we underrated, we educated
The corner was our time when time stood still and
Gators and snakeskins in
Yellow and pink and collared blue
Profiles glorifying them
",Write a post-chorus in the style of The Last Poets that reflects on the complexities of urban life and the beauty found within it.
The Corner,"[Verse 2: Common]
Street lights and deep nights, cats tryin' to eat right
Ridin' no-seat-bikes, with work to feed hypes
So they can keep sweet Nike's, they head and they feet right
Desires of street life, cars and weed types
It’s hard to breathe nights, days are thief-like
The beasts roam the streets, the police is Greek-like
Game at its peak, we speak and believe hype
Bang in the streets hats cocked left or deep right
It’s steep life, coming up where niggas is sheep-like
Rappers and hoopers, 
we strive to be like
G's with three stripes,
 seeds that need light
Cheese and recite, needs and BE strife
The corner, where struggle and greed fight
We write songs about wrong ‘cause it’s hard to see right
Look to the sky, hopin' it will bleed light
Reality's a bitch, and I heard that she bites
The corner","Write a verse in the style of Common, reflecting on the struggles and desires of those living in the inner city."
The Corner,"[Chorus: Kanye West]
I wish I could give you this feelin'
I wish I could give you this feelin', uh-uh
Uh-uh-ugh, on the corners, niggas robbin', killin'
Dyin', just to make a living, huh? (Huh?)
",Write a chorus in the style of Kanye West reflecting on the harsh realities of life on the streets and the struggle to survive.
The Corner,"[Post-Chorus: The Last Poets]
Uh, the corner was our magic, our music, our politics
Fires raised as tribal dances and war cries
Broke out on different corners
Power to the people
Black power
Black is beautiful
","Write a post-chorus exploring themes of black power, beauty, and unity in the style of The Last Poets."
The Corner,"[Verse 3: Common]
Black church services, murderers, Arabs servin' burgers
As cats with gold permanents move they bags as herbalists
The dirt isn’t just fertile, it’s people workin' and earnin' this
The curb getters go where the cash flow and the current is
It’s so hot that niggas burn to live
The furnace is, where the money movin', the determined live
We talk shit, play lotto, and buy German beers
It’s so black packed with 
action that's affirmative
The corners
",Write a verse in the style of Common addressing the struggles and complexities of urban life.
The Corner,"[Chorus: Kanye West]
I wish I could give you this feelin'
I wish I could give you this feelin', uh-uh
Uh-uh-ugh, on the corners, niggas robbin', killin'
Dyin', just to make a living, huh? (Huh?)",Write a chorus in the style of Kanye West reflecting on the harsh realities of living in impoverished neighborhoods.
The Corner,"[Post-Chorus: The Last Poets]
The corner was our 
Rock of Gibraltar
, 
our Stonehenge
Our Taj Mahal, our monument
Our testimonial to freedom, to peace, and to love
Down on the corner","Write a post-chorus in the style of The Last Poets paying homage to the corner as a symbol of freedom, peace, and love."
The Food,"[Intro: Common]
Yeah! It's been a long time comin'
You know what they say Kanye
Slow motion better than no motion
","Write an introduction in the style of Common, reflecting on the patience and persistence required for progress."
The Food,"[Chorus: Kanye West]
I walked in the crib, got two kids
And my baby mama late (uh oh! uh oh! uh oh!)
So I had to did, what I had to did
'Cause I had to get (duh-ough! duh-ough! duh-ough!)
I'm up all night, getting my money right
Until the blue and whites (po po! po po! po po!)
Now the money comin' slow, but a least a nigga know
Slow motion better than (no-oh! no-oh! no-oh!)
",Write a verse in the style of Kanye West discussing the struggles of balancing financial responsibilities and family obligations.
The Food,"[Verse 1: Common]
You love to hear the story, again and again
About these young brothers, from the City of Wind
Like juice and gin, in the city we blend
Amongst the hustle, titties and skin, fifties and rims
Y'all know the Sprewells and trucks that's detailed
Heartless females that wanna ride in 'em
Felt the Southside venom in raw hides and denim
Pimp minds collide with 'em, a system that tries victims
We livin' in, my man in the fast lane pivotin'
On the block white is selling like Eminem
On the block it jump off like Kim and 'em
On the block it's hot, you can feel it, in your skin and then
Shorties get the game but no instructions to assemblin'
Eyes bright, it seems like the fight is dim in 'em
Call my man Cuzo, like I'm kin to him
He tryin' to stay straight, the streets is bendin' him","Write a verse in the style of Common, reflecting on the challenges and realities of growing up in the City of Wind."
The Food,"[Chorus: Kanye West]
I walked in the crib, got two kids
And my baby mama late (uh oh! uh oh! uh oh!)
So I had to did, what I had to did
'Cause I had to get (duh-ough! duh-ough! duh-ough!)
I'm up all night, getting my money right
Until the blue and whites (po po! po po! po po!)
Now the money comin' slow, but a least a nigga know
Slow motion better than (no-oh! no-oh! no-oh!)
","Write a verse in the style of Kanye West detailing the challenges of balancing fatherhood, financial responsibility, and police harassment."
The Food,"[Verse 2: Common]
It's all good in the hood, like rats in gyms
Throwbacks and Timbs, blacks and rims
Whether on ball courts or tires of all sorts
We never fall short, with us it's all Force like Air 1's
Some waves, some air guns, the days of the fair one is over for
Cats is colder than four below, with self I go toe to toe
Wondering if it's for the art or for the dough
Though I know to grow a nigga gotta learn to let go
Though I know the dough I got to bring back to the ghetto
Arrows on tarot cards pointin' to the grind
Po' livin' in more prisons, pointin' to my mind, shine the light up
Clench my fists tight, holdin' the right up
Freedom fight in dark gear for the years to get brighter
Situations, and jaws get tighter
My man trying to get his weight and height up, c'mon!","Write a verse in the style of Common that addresses the struggles and resilience of the community, emphasizing the need for personal growth and empowerment."
The Food,"[Chorus: Kanye West]
I walked in the crib, got two kids
And my baby mama late (uh oh! uh oh! uh oh!)
So I had to did, what I had to did
'Cause I had to get (duh-ough! duh-ough! duh-ough!)
I'm up all night, getting my money right
Until the blue and whites (po po! po po! po po!)
Now the money comin' slow, but a least a nigga know
Slow motion better than (no-oh! no-oh! no-oh!)
",Write a chorus in the style of Kanye West reflecting on the struggles of being a father and provider while dealing with financial challenges.
The Food,"[Bridge: Kanye West]
I, I know I could make it right
If I could just swallow my pride
But I can't run away or put my gun away
You can't front on me
I, no I can't let it ride
No, no, not tonight
See I can't run away or put my gun away
You can't front on me
","Write a bridge in the style of Kanye West, grappling with the internal struggle of pride versus vulnerability and the consequences of not confronting it."
The Food,"[Verse 3: Common]
Yeah, I break bread with thieves and pastors, OGs and masters
Emcees and actors that seize and capture
Moments like the camcorder
You ain't killin' it, yo that's manslaughter
Though paper can't change a man's aura
It can feed a man's daughter
I stand for the blue collar, on the side makin' a few dollars
Like Sam Jack they maneuver through drama like","Write a verse in the style of Common, exploring the complexities of human interactions and the struggle of making a living."
The Food,"[Bridge: Kanye West]
I, I know I could make it right
If I could just swallow my pride
But I can't run away or put my gun away
You can't front on me
I, no I can't let it ride
No, no, not tonight
See I can't run away or put my gun away
You can't front on me
I, I know I could make it right
If I could just swallow my pride
But I can't run away or put my gun away
You can't front on me
I, no I can't let it ride
No, no, not tonight
See I can't run away or put my gun away
You can't front on me",Write a bridge in the style of Kanye West grappling with the internal struggle between pride and humility in a difficult situation.
Blue Sky,"[Intro: (Common) and Sample]
Mr. Blue Sky, please tell us
Mr. Blue Sky, please tell us
Mr. Blue Sky, please tell us
Mr. Blue Sky, please tell us
(Listen) Why you had to hide away for
(Listen) Why you had to hide away for
(Listen) Why you had to hide away for
(Listen) Why you had to hide away for
",Write an intro in the style of Common that sets a whimsical scene using nature imagery.
Blue Sky,"[Verse 1: Common]
Aston Martin king, Luther with dreams
The young Denzel the way I move through scenes
I’m like a preacher that once was a fiend
A story of change that came with wings
Pretty as the skyline, the sky is my eyeline
Son of the most so from up high I shine
Suited in Prada, stay mellow like lala
Young, fresh, with dollars, ladies go gaga
I’m the cum-lada, top of the class
Black Wall Street so my stock will never crash
Given what I ask, pure religion and cash
From the windows that open, I’m raising my glass
Daylight beams, night life schemes
This is my inception, I’m writing my dreams
Immortal view of a star doing what I’m born to do
I see the blue sky, see the Lord's coming through",Write a verse in the style of Common reflecting on personal growth and a journey of transformation.
